Properties,خصائص,module,Magento_Catalog
"Manage Labels","إدارة التسميات",module,Magento_Catalog
Visible,ظاهر,module,Magento_Catalog
"Web Site",موقع,module,Magento_Catalog
Searchable,"امكانية البحث",module,Magento_Catalog
Comparable,"قابل للمقارنه",module,Magento_Catalog
"Delete Selected Group","حذف المجموعة المختارة",module,Magento_Catalog
"Add New","إضافة جديد",module,Magento_Catalog
Back,رجوع,module,Magento_Catalog
Reset,"اعادة ضبط",module,Magento_Catalog
"You are about to delete all products in this attribute set. Are you sure you want to do that?","أنت على وشك حذف كافة المنتجات في تعيين هذه السمة. هل أنت متأكد من أنك تريد القيام بذلك؟",module,Magento_Catalog
"New Set Name","اسم المجموعة الجديدة",module,Magento_Catalog
"Edit Attribute Set '%1'","تعديل مجموعة السمات '%1'",module,Magento_Catalog
Empty,فارغ,module,Magento_Catalog
"Add Attribute","اضافة السمة",module,Magento_Catalog
"Add New Group","اضف مجموعة جديدة",module,Magento_Catalog
"Add Group","اضافة مجموعة",module,Magento_Catalog
"Edit Attribute Set Name","تعديل اسم مجموعة السمات",module,Magento_Catalog
"For internal use","للاستخدام الداخلي",module,Magento_Catalog
"Based On","اعتمادا على",module,Magento_Catalog
"Add New Attribute Set","اضف مجموعة سمات جديد",module,Magento_Catalog
"Add Attribute Set","إضافة تعيين السمة",module,Magento_Catalog
"Attribute Sets","مجموعة السمة",module,Magento_Catalog
"Close Window","أغلق النافذه",module,Magento_Catalog
"New Product","منتج جديد",module,Magento_Catalog
"Save & Edit","حفظ ومواصلة التعديل",module,Magento_Catalog
"Save & New","حفظ و جديد",module,Magento_Catalog
"Save & Duplicate","حفظ & انشاء نسخة",module,Magento_Catalog
"Save & Close","حفظ وإغلاق",module,Magento_Catalog
Attributes,الصفات,module,Magento_Catalog
Change,تغير,module,Magento_Catalog
"Advanced Inventory","المخزون المتقدم",module,Magento_Catalog
Websites,الموقع,module,Magento_Catalog
"Products Information","معلومات المنتجات",module,Magento_Catalog
"Create Category","إنشاء قسم جديد",module,Magento_Catalog
"Category Name","اسم القسم",module,Magento_Catalog
"Parent Category","القسم الرئيسي",module,Magento_Catalog
"If there are no custom parent categories, please use the default parent category. You can reassign the category at any time in <a href=""%1"" target=""_blank"">Products > Categories</a>.","إذا كان لايوجد هناك فئات أصل مخصصة، الرجاء استخدام فئة الأصل الافتراضي. '' يمكنك تعيين الفئة في أي وقت في '' <a href=""%1"" target=""_blank""> منتجات > الفئات</a>.",module,Magento_Catalog
"Price Alert Subscriptions","اشتراكات تغيير السعر",module,Magento_Catalog
"Stock Alert Subscriptions","اشتراكات تنبيه الأسهم",module,Magento_Catalog
"There are no customers for this alert.","لا يوجد عملاء لهذا التنبيه.",module,Magento_Catalog
"First Name","الإسم الأول",module,Magento_Catalog
"Last Name","اسم العائلة",module,Magento_Catalog
Email,"البريد الإلكتروني",module,Magento_Catalog
"Subscribe Date","اشترك في التاريخ",module,Magento_Catalog
"Last Notified","آخر إشعار",module,Magento_Catalog
"Send Count","ارسال عدد",module,Magento_Catalog
"New Attribute","سمة جديدة",module,Magento_Catalog
Type,النوع,module,Magento_Catalog
"Attribute Set","مجموعة السمة",module,Magento_Catalog
Status,الحاله,module,Magento_Catalog
Visibility,الظهور,module,Magento_Catalog
"Add New Option","اضف خيار جديد",module,Magento_Catalog
"Import Options","خيارات الاستيراد",module,Magento_Catalog
"Use Default","استخدام افتراضي",module,Magento_Catalog
Import,استيراد,module,Magento_Catalog
"Add New Row","إضافة صف جديد",module,Magento_Catalog
"Delete Row","حذف صف",module,Magento_Catalog
"Tier Pricing","تسعير الطبقة",module,Magento_Catalog
"Default Price","سعر افتراضي",module,Magento_Catalog
"All Websites","جميع المواقع",module,Magento_Catalog
"ALL GROUPS","جميع المجموعات",module,Magento_Catalog
"Add Price","إضافة الأسعار",module,Magento_Catalog
"Default Values","القيم الافتراضية",module,Magento_Catalog
"Related Products","منتجات ذات الصلة",module,Magento_Catalog
Up-sells,"حتى يبيع",module,Magento_Catalog
Cross-sells,"عبر المبيعات",module,Magento_Catalog
"Size for %1","حجم الى %1",module,Magento_Catalog
"Watermark File for %1","ملف علامة مائية ل %1",module,Magento_Catalog
"Position of Watermark for %1","موضع علامة مائية ل %1",module,Magento_Catalog
"Name in %1","اسم في %1",module,Magento_Catalog
Quantity,الكمية,module,Magento_Catalog
Edit,تعديل,module,Magento_Catalog
"Are you sure?","هل أنت متأكد؟",module,Magento_Catalog
"Change Status","تغيير الحالة",module,Magento_Catalog
"Update Attributes","تحديث السمات",module,Magento_Catalog
"start typing to search category","ابدأ الكتابة للبحث في الفئة",module,Magento_Catalog
"New Category","قسم جديد",module,Magento_Catalog
"Images (.gif, .jpg, .png)","الصور (.gif,.jpg,.png)",module,Magento_Catalog
"Add New Images","اضف صور جديدة",module,Magento_Catalog
"Inc. Tax","شامل الضريبة",module,Magento_Catalog
"Does this have a weight?","هل هذا له وزن؟",module,Magento_Catalog
Product,المنتج,module,Magento_Catalog
"Notify Low Stock RSS","اخطار لانخفاض المخزونRSS",module,Magento_Catalog
"Low Stock Products","منتجات الأسهم منخفضة",module,Magento_Catalog
"%1 has reached a quantity of %2.","%1 وصلت الى كمية من %2.",module,Magento_Catalog
Home,"الصفحة الرئيسية",module,Magento_Catalog
"Go to Home Page","الانتقال إلى الصفحة الرئيسية",module,Magento_Catalog
"Subscribe to RSS Feed","اشتراك لتغذية ال RSS",module,Magento_Catalog
"Products Comparison List","قائمة مقارنة المنتجات",module,Magento_Catalog
N/A,"غير متاح",module,Magento_Catalog
AM,صباحا,module,Magento_Catalog
PM,مساء,module,Magento_Catalog
"-- Please Select --","--الرجاء الاختيار-",module,Magento_Catalog
None,"لا شئ",module,Magento_Catalog
"New Products from %1","منتجات جديدة من %1",module,Magento_Catalog
"New Products","المنتجات الجديدة",module,Magento_Catalog
"%1 - Special Products","%1 - منتجات بسعر خاص خاصة",module,Magento_Catalog
"Click for price","اضغط هنا للأسعار",module,Magento_Catalog
"Special Expires On: %1","الخاص ينتهي في: %1",module,Magento_Catalog
"Price: %1","السعر: %1",module,Magento_Catalog
"Special Price: %1","السعر الخاص: %1",module,Magento_Catalog
"Special Products","منتجات خاصة",module,Magento_Catalog
"Manage Catalog Categories","ادارة اقسام دليل المنتجات",module,Magento_Catalog
"Manage Categories","ادارة الفئات",module,Magento_Catalog
"You deleted the category.","لقد قمت بحذف القسم.",module,Magento_Catalog
"Something went wrong while trying to delete the category.","حدث خطأ أثناء محاولة حذف القسم.",module,Magento_Catalog
Categories,فئات,module,Magento_Catalog
"Category is not available for requested store.","القسم غير متاح للمتجر المطلوب.",module,Magento_Catalog
"There was a category move error.","كان هناك خطأ في نقل الفئة %1.",module,Magento_Catalog
"You moved the category.","لقد قمت بنقل القسم.",module,Magento_Catalog
"Attribute ""%1"" is required.","صفة ""%1"" مطلوبة.",module,Magento_Catalog
"You saved the category.","لقد قمت بحفظ القسم.",module,Magento_Catalog
"Something went wrong while saving the category.","حدث خطأ أثناء حفظ القسم.",module,Magento_Catalog
"Please select products for attributes update.","الرجاء اختيار المنتجات للصفات المحدثة.",module,Magento_Catalog
"Please make sure to define SKU values for all processed products.","الرجاء التأكد من تحديد قيم SKU لجميع المنتجات المجهزة.",module,Magento_Catalog
"A total of %1 record(s) were updated.","عدد %1 سجلات تم تحديثها.",module,Magento_Catalog
"Something went wrong while updating the product(s) attributes.","حدث خطأ أثناء تحديث سمات المنتج (المنتجات).",module,Magento_Catalog
"Unable to add attribute","غير قادر على إضافة سمة",module,Magento_Catalog
"Please, specify attributes","من فضلك، حدد سمات",module,Magento_Catalog
Catalog,"دليل المنتجات",module,Magento_Catalog
"Manage Product Attributes","ادارة منتج السمات",module,Magento_Catalog
"We can't delete the attribute.","لا نستطيع حذف السمة.",module,Magento_Catalog
"You deleted the product attribute.","لقد حذفت سمة هذا المنتج.",module,Magento_Catalog
"We can't find an attribute to delete.","لا يمكن أن نجد سمة لحذفها.",module,Magento_Catalog
"This attribute no longer exists.","هذه السمة لم تعد موجودة.",module,Magento_Catalog
"This attribute cannot be edited.","لا يمكن تعديل هذه السمة.",module,Magento_Catalog
"Edit Product Attribute","اضافة سمة المنتج",module,Magento_Catalog
"An attribute set named '%1' already exists.","السمة بهذا الإسم '%1' موجودة بالفعل.",module,Magento_Catalog
"Something went wrong while saving the attribute.","حدث خطأ أثناء حفظ السمة.",module,Magento_Catalog
"Attribute code ""%1"" is invalid. Please use only letters (a-z), numbers (0-9) or underscore(_) in this field, first character should be a letter.","رمز السمة ""%1"" غير صحيح. الرجاء استخدام أحرف فقط من (أ-ي)، '' أرقام من (0-9) أو (_) في هذا الحقل، يجب أن يكون الحرف الأول حرف.",module,Magento_Catalog
"We can't update the attribute.","لا يمكن أن نقوم بتحديث السمة.",module,Magento_Catalog
"You saved the product attribute.","يمكنك حفظ السمة المنتج.",module,Magento_Catalog
"An attribute with this code already exists.","سمة بهذا الكود موجودة سابقا.",module,Magento_Catalog
"An attribute with the same code (%1) already exists.","السمة مع نفس الكود (%1) موجودة بالفعل.",module,Magento_Catalog
"The value of Admin must be unique.","يجب أن تكون قيمة Admin قيمة فريدة.",module,Magento_Catalog
"The value of Admin scope can't be empty.","لا يمكن أن تكون قيمة نطاق المشرف فارغة.",module,Magento_Catalog
"You duplicated the product.","تم تكرار هذا المنتج.",module,Magento_Catalog
"This product doesn't exist.","هذا المنتج غير موجود.",module,Magento_Catalog
"Invalid product id. Should be numeric value greater than 0","معرف المنتج غير صالح. يجب أن تكون القيمة الرقمية أكبر من 0",module,Magento_Catalog
Products,المنتجات,module,Magento_Catalog
"A group with the same name already exists.","مجموعة بنفس الاسم موجود مسبقاً.",module,Magento_Catalog
"Something went wrong while saving this group.","حدث خطأ أثناء حفظ هذه المجموعة.",module,Magento_Catalog
"A total of %1 record(s) have been deleted.","عدد %1 سجلات تم حذفها.",module,Magento_Catalog
"A total of %1 record(s) have been updated.","عدد %1 سجلات تم تحديثها.",module,Magento_Catalog
"Something went wrong while updating the product(s) status.","حدث خطأ أثناء تحديث حالة المنتج (المنتجات).",module,Magento_Catalog
"Unable to save product","تعذر حفظ المنتح",module,Magento_Catalog
"You saved the product.","قمت بحفظ المنتج.",module,Magento_Catalog
"SKU for product %1 has been changed to %2.","تم تغيير وحدة SKU للمنتج %1 إلى %2.",module,Magento_Catalog
"The image cannot be removed as it has been assigned to the other image role","لا يمكن إزالة الصورة كما أنه قد تم تعيينها إلى صلاحية صورة أخرى",module,Magento_Catalog
"New Attribute Set","مجموعة سمات جديدة",module,Magento_Catalog
"The attribute set has been removed.","تمت إزالة تعيين السمة.",module,Magento_Catalog
"We can't delete this set right now.","لا يمكن حذف هذه المجموعة الآن.",module,Magento_Catalog
"New Set","مجموعة جديدة",module,Magento_Catalog
"Manage Product Sets","اوضاع ادارة المنتج",module,Magento_Catalog
"Manage Attribute Sets","ادارة مجموعات السمات",module,Magento_Catalog
"This attribute set no longer exists.","هذه السمة المحددة لم تعد موجودة.",module,Magento_Catalog
"You saved the attribute set.","تم حفظ مجموعة السمات.",module,Magento_Catalog
"Something went wrong while saving the attribute set.","حدث خطأ أثناء حفظ مجموعة السمات.",module,Magento_Catalog
"You added product %1 to the comparison list.","لقد اضفت المنتج %1 لقائمة المقارنة.",module,Magento_Catalog
"You cleared the comparison list.","تم افراغ قائمة المقارنة.",module,Magento_Catalog
"Something went wrong  clearing the comparison list.","حدث خطأ، تم افراغ قائمة المقارنة.",module,Magento_Catalog
"You removed product %1 from the comparison list.","لقد ازلت المنتج %1 من قائمة المقارنة.",module,Magento_Catalog
"1 item","منتج ١",module,Magento_Catalog
"%1 items","%1 قطع",module,Magento_Catalog
"Are you sure you want to remove this item from your Compare Products list?","هل أنت متأكد من أنك تريد إزالة هذا الصنف من قائمة مقارنة المنتجات؟",module,Magento_Catalog
"Are you sure you want to remove all items from your Compare Products list?","هل أنت متأكد من أنك تريد إزالة كافة الأصناف من قائمة مقارنة المنتجات؟",module,Magento_Catalog
"Invalid attribute %1","%1 سمة غير صالحة",module,Magento_Catalog
Grid,الشبكة,module,Magento_Catalog
List,قائمة,module,Magento_Catalog
All,الكل,module,Magento_Catalog
"Bad controller interface for showing product","خطأ في واجهة وحدة تحكم لعرض المنتج",module,Magento_Catalog
"Product is not loaded","لم يتم تحميل المنتج",module,Magento_Catalog
"Make sure the To Date is later than or the same as the From Date.","تأكد من ""أن التاريخ"" يتجاوز أو نفس ""من التاريخ"".",module,Magento_Catalog
"Sorry, but we can't find the new parent category you selected.","عذراً، ولكن لا يمكن أن نجد الفئة الأصلية الجديد الذي حددته.",module,Magento_Catalog
"Sorry, but we can't find the new category you selected.","عذراً، لكن لا يمكن أن نجد أن الفئة الجديدة التي قمت بتحديدها.",module,Magento_Catalog
"We can't move the category because the parent category name matches the child category name.","لا يمكن نقل الفئة لتطابق اسم الفئة الأصلية اسم فئة فرعية.",module,Magento_Catalog
"Something went wrong while getting the image url.","حدث خطأ أثناء الحصول على عنوان url للصورة.",module,Magento_Catalog
"Can't delete root category.","لا يمكن حذف فئة الجذر.",module,Magento_Catalog
"The value of attribute ""%1"" must be unique.","يجب أن تكون قيمة السمة ""%1"" فريدة من نوعها.",module,Magento_Catalog
"Default Product Listing Sort by does not exist in Available Product Listing Sort By.","قائمة المنتج الافتراضي الذي تم به الفرز لم يتم إنشاؤه في قائمة المنتجات المتوفرة التي يتم حسبها الفرز.",module,Magento_Catalog
"No layout updates","لا يوجد تخطيط تحديثات",module,Magento_Catalog
"Products only","المنتجات فقط",module,Magento_Catalog
"Static block only","تجميد المساحة فقط",module,Magento_Catalog
"Static block and products","تجميد المساحة والمنتجات",module,Magento_Catalog
"Please select a static block.","الرجاء تحديد كتلة ثابتة.",module,Magento_Catalog
"Could not save product ""%1"" with position %2 to category %3","تعذر حفظ المنتج ""%1"" مع الموقع %2 للفئة %3",module,Magento_Catalog
"Category does not contain specified product","الديلي لا يحتوي على فئة المنتج المحدد",module,Magento_Catalog
"Could not save product ""%product"" with position %position to category %category","تعذر حفظ المنتج ""%product"" مع الموقف %position للفئة %category",module,Magento_Catalog
"Operation do not allow to move a parent category to any of children category","لا تسمح عملية لنقل فئة أصل إلى أي من فئة الأطفال",module,Magento_Catalog
"Could not move category","تعذر نقل الفئة",module,Magento_Catalog
"Could not save category: %1","تعذر حفظ الفئة: %1",module,Magento_Catalog
"Cannot delete category with id %1","لا يمكن حذف الفئة مع معرف %1",module,Magento_Catalog
"-- Please Select a Category --","--الرجاء اختيار فئة-",module,Magento_Catalog
"Grid Only","الشبكة فقط",module,Magento_Catalog
"List Only","قائمة فقط",module,Magento_Catalog
"Grid (default) / List","الشبكه (افتراضي) / قائمة",module,Magento_Catalog
"List (default) / Grid","قائمة (افتراضي) / الشبكه",module,Magento_Catalog
"Automatic (equalize price ranges)","التلقائي (تكافؤ الأسعار)",module,Magento_Catalog
"Automatic (equalize product counts)","التلقائي (معادلة حساب المنتج)",module,Magento_Catalog
Manual,دليل,module,Magento_Catalog
Fixed,ثابت,module,Magento_Catalog
Percent,"النسبة المئوية",module,Magento_Catalog
Discount,خصم,module,Magento_Catalog
"-- Please select --","-- اختر من فضلك --",module,Magento_Catalog
"Product Thumbnail Itself","صورة مصغرة للمنتج نفسه",module,Magento_Catalog
"Parent Product Thumbnail","الأم المنتج المصغره",module,Magento_Catalog
"12h AM/PM","ساعة 12 ص/م",module,Magento_Catalog
24h,"ساعة 24",module,Magento_Catalog
Stretch,توسعة,module,Magento_Catalog
Tile,بلاطة,module,Magento_Catalog
Top/Left,اعلى/يسار,module,Magento_Catalog
Top/Right,"اعلى /يمين",module,Magento_Catalog
Bottom/Left,"اسفل / يسار",module,Magento_Catalog
Bottom/Right,اسفل/يمين,module,Magento_Catalog
Center,الوسط,module,Magento_Catalog
"%1 doesn't extends \Magento\Framework\Model\AbstractModel","غير ممتد %1 \Magento\Framework\Model\AbstractModel",module,Magento_Catalog
"Something went wrong while saving the file(s).","حدث خطأ أثناء حفظ الملفات.",module,Magento_Catalog
"File can not be saved to the destination folder.","لا يمكن حفظ الملف إلى المجلد الوجهة.",module,Magento_Catalog
"Unknown EAV indexer type ""%1"".","نوع الفهرسة EAV غير معروف ""%1"".",module,Magento_Catalog
"We can't rebuild the index for an undefined product.","لا يمكن إعادة إنشاء الفهرس لمنتج غير معروف.",module,Magento_Catalog
"Bad value was supplied.","تم تقديم قيمة غير صحيحة.",module,Magento_Catalog
"The Flat Catalog module has a limit of %2$d filterable and/or sortable attributes.Currently there are %1$d of them.Please reduce the number of filterable/sortable attributes in order to use this module","الوحدة النمطية للكتالوج المسطح لها حد %2\$d السمات القابلة للتصفية أو الفرز. ""حاليا هناك %1\$d منهم."" ""الرجاء تقليل عدد السمات القابلة للتصفية/الفرز من أجل استخدام هذه الوحدة النمطية",module,Magento_Catalog
"Unsupported product type ""%1"".","نوع المنتج غير معتمد ""%1"".",module,Magento_Catalog
"Please correct the category.","الرجاء تصحيح الفئة.",module,Magento_Catalog
"Must be category model instance or its id.","يجب أن تكون الفئة مثيل الطراز أو المعرف الخاص به.",module,Magento_Catalog
"The attribute model is not defined.","لم يتم تعريف نموذج السمة.",module,Magento_Catalog
Category,القسم,module,Magento_Catalog
"%1 - %2",%1-%2,module,Magento_Catalog
"%1 was not found in algorithms","لم يتم العثور على %1 في الخوارزميات",module,Magento_Catalog
"%1 doesn't extend \Magento\Catalog\Model\Layer\Filter\Dynamic\AlgorithmInterface","لا ممتد %1 \Magento\Catalog\Model\Layer\Filter\Dynamic\AlgorithmInterface",module,Magento_Catalog
"%1 doesn't extends \Magento\Catalog\Model\Layer\Filter\AbstractFilter","غير ممتد %1 \Magento\Catalog\Model\Layer\Filter\AbstractFilter",module,Magento_Catalog
"The filter must be an object. Please set the correct filter.","جب أن يكون عامل التصفية عامل او اختيار. الرجاء تعيين عامل التصفية الصحيح.",module,Magento_Catalog
"Clear Price","مسح الأسعار",module,Magento_Catalog
"%1 and above","%1 واكثر",module,Magento_Catalog
"The filters must be an array.","يجب أن تكون عوامل التصفية صفيف.",module,Magento_Catalog
"Product was not registered","لم يتم تسجيل المنتج",module,Magento_Catalog
"Store was not registered","لم يتم تسجيل المتجر",module,Magento_Catalog
"Group price must be a number greater than 0.","يجب أن تكون أسعار المجموعة رقم أكبر من 0.",module,Magento_Catalog
"Media Gallery converter should be an instance of EntryConverterInterface.","محول معرض الصور يجب أن يكون مثل واجهة مدخل التحويل.",module,Magento_Catalog
"There is no MediaGalleryEntryConverter for given type","لايوجد برنامج تحويل لهذا النوع من ملفات الوسائط",module,Magento_Catalog
"Please enter a number 0 or greater in this field.","الرجاء إدخال رقم 0 أو أكبر في هذا الحقل.",module,Magento_Catalog
"The value of attribute ""%1"" must be set","يجب أن يتم تعيين قيمة السمة ""%1""",module,Magento_Catalog
"SKU length should be %1 characters maximum.","يجب أن يكون طول SKU %1 حرفاً كحد أقصى.",module,Magento_Catalog
"Please enter a valid number in this field.","الرجاء ادخال عدد في هذا المجال.",module,Magento_Catalog
"We found a duplicate website, tier price, customer group and quantity.","وجدنا الموقع مكرر ومستوى الأسعار ومجموعة العملاء والكمية.",module,Magento_Catalog
"Percentage value must be a number between 0 and 100.","يجب أن تكون قيمة النسبة المئوية رقم بين 0 و 100.",module,Magento_Catalog
"Invalid option id %1","خيار غير صالح معرف %1",module,Magento_Catalog
"Can not create attribute set based on non product attribute set.","لا يمكن إنشاء مجموعة السمات التي تستند إلى سمات بدون منتج.",module,Magento_Catalog
"Can not create attribute set based on not existing attribute set","لا يمكن إنشاء مجموعة السمات التي تستند إلى قائمة سمات غير موجودة",module,Magento_Catalog
"Provided Attribute set non product Attribute set.","سمات المنتج التي تم تعيينها ليست سمات منتج.",module,Magento_Catalog
"Use config","استخدام التكوين",module,Magento_Catalog
Enabled,تفعيل,module,Magento_Catalog
Disabled,"غير مفعل",module,Magento_Catalog
"Attribute Set already exists.","تعيين السمة موجودة بالفعل.",module,Magento_Catalog
"We couldn't copy file %1. Please delete media with non-existing images and try again.","ا أستطع نسخ الملف %1. الرجاء حذف الوسائط مع الصور غير موجودة وحاول مرة أخرى.",module,Magento_Catalog
"The image content is not valid.","محتوى الصورة غير صالح.",module,Magento_Catalog
"Cannot save product.","لا يمكن حفظ المنتج.",module,Magento_Catalog
"Failed to save new media gallery entry.","فشل في حفظ وسائط الإعلام الجديدة المدخلة بالمعرض.",module,Magento_Catalog
"There is no image with provided ID.","لايوجد أية صورة مع المعرف المعطى.",module,Magento_Catalog
"Such product doesn't exist","لا يوجد مثل هذا المنتج",module,Magento_Catalog
"Such image doesn't exist","هذه الصورة غير موجودة",module,Magento_Catalog
"The image does not exist.","الصورة غير موجودة.",module,Magento_Catalog
"Please correct the image file type.","الرجاء تصحيح نوع ملف الصورة.",module,Magento_Catalog
"We couldn't move this file: %1.","لا يمكن نقل هذا الملف: %1.",module,Magento_Catalog
"The option type to get group instance is incorrect.","نوع الخيار للحصول على مجموعة مشابهة غير صحيح.",module,Magento_Catalog
"Select type options required values rows.","حدد نوع الخيارات لقيم الصفوف المطلوبة.",module,Magento_Catalog
"ProductSku should be specified","يجب تعيين SKU للمنتج",module,Magento_Catalog
"Could not remove custom option","تعذر إزالة الخيار مخصص",module,Magento_Catalog
"Please specify date required option(s).","يرجى تحديد التاريخ المطلوب خيار (خيارات).",module,Magento_Catalog
"Please specify time required option(s).","الرجاء تحديد خيار (خيارات) الوقت المطلوب.",module,Magento_Catalog
"Please specify product's required option(s).","الرجاء تحديد خيار (خيارات) المنتج.",module,Magento_Catalog
"The option instance type in options group is incorrect.","نوع مثيل خيار في مجموعة الخيارات غير صحيح.",module,Magento_Catalog
"The product instance type in options group is incorrect.","نوع المثيل المنتج في مجموعة الخيارات غير صحيح.",module,Magento_Catalog
"The configuration item option instance in options group is incorrect.","خيار إعداد المنتج في خيارات المجموعة غير صحيح.",module,Magento_Catalog
"The configuration item instance in options group is incorrect.","خيار إعداد المنتج في نموذج خيارات المجموعة غير صحيح.",module,Magento_Catalog
"The BuyRequest instance in options group is incorrect.","نموذج طلب الشراء في خيارات المجموعة غير صحيح.",module,Magento_Catalog
"We can't add the product to the cart because of an option validation issue.","لا يمكنك إضافة المنتج إلى السلة بسبب خيار التحقق من الصحة.",module,Magento_Catalog
"%1 doesn't extends \Magento\Catalog\Model\Product\Option\Type\DefaultType","غير ممتد %1 \Magento\Catalog\Model\Product\Option\Type\DefaultType",module,Magento_Catalog
"The file options format is not valid.","خيارات تنسيق الملف غير صحيح.",module,Magento_Catalog
px.,بكسل.,module,Magento_Catalog
"The file '%1' for '%2' has an invalid extension.","الملف '%1' من أجل '%2' يحتوي على لاحقة غير صحيحة.",module,Magento_Catalog
"The maximum allowed image size for '%1' is %2x%3 px.","الحد الأقصى المسموح لحجم الصورة لـ '%1' هو %2x%3 بيكسل.",module,Magento_Catalog
"The file '%1' you uploaded is larger than the %2 megabytes allowed by our server.","الملف '%1' الذي قمت بتحميله أكبر من ميغا بايت %2 المسموح بها من قبل الخادم.",module,Magento_Catalog
"The file '%1' is empty. Please choose another one","الملف '%1' فارغ. الرجاء اختيار إسم آخر",module,Magento_Catalog
"The file '%1' is invalid. Please choose another one","الملف '%1' غير صحيح. الرجاء اختيار اسم آخر",module,Magento_Catalog
"File '%1' is not an image.","الملف '%1' ليس صورة.",module,Magento_Catalog
"Validation failed. Required options were not filled or the file was not uploaded.","فشل التحقق من الصحة. لم يتم إكمال الخيارات المطلوبة أو لم يتم تحميل الملف.",module,Magento_Catalog
"The file you uploaded is larger than %1 Megabytes allowed by server","الملف قمت بتحميله أكبر من %1 ميغا بايت المسموح به من قبل الخادم",module,Magento_Catalog
"Option required.","الخيار المطلوب.",module,Magento_Catalog
"The file is empty. Please choose another one","الملف فارغ. الرجاء اختيار اسم آخر",module,Magento_Catalog
"Some of the selected item options are not currently available.","بعض الخيارات او العناصر المحدد غير متوفرة حاليا.",module,Magento_Catalog
"The text is too long.","النص طويل جداً.",module,Magento_Catalog
"Invalid attribute %fieldName = %fieldValue.","سمة غير مقبولة %fieldName = %fieldValue.",module,Magento_Catalog
"Requested store is not found. Row ID: SKU = %SKU, Store ID: %storeId.","لم يتم العثور على المتجر المطلوب. معرف الصف: وحدة التخزين = %SKU، معرف المتجر: %storeId.",module,Magento_Catalog
"Invalid attribute Cost = %cost. Row ID: SKU = %SKU, Store ID: %storeId.","سمة غير مقبولة التكلفة = %cost. معرف الصف: وحدة التخزين = %SKU، معرف المتجر: %storeId.",module,Magento_Catalog
"Could not save Prices.","تعذر حفظ الأسعار.",module,Magento_Catalog
"Could not delete Prices","تعذر حذف الأسعار",module,Magento_Catalog
"Requested product doesn't exist. Row ID: SKU = %SKU, Store ID: %storeId, Price From: %priceFrom, Price To: %priceTo.","المنتج المطلوب غير موجود. معرف الصف: وحدة التخزين= %SKU، معرف المتجر: %storeId، السعر من: %priceFrom، السعر إلى: %priceTo.",module,Magento_Catalog
"Requested store is not found. Row ID: SKU = %SKU, Store ID: %storeId, Price From: %priceFrom, Price To: %priceTo.","لم يتم العثور على المتجر المطلوب. معرف الصف: وحدة التخزين = %SKU، معرف المتجر: %storeId، السعر من: %priceFrom، السعر إلى: %priceTo.",module,Magento_Catalog
"Invalid attribute %label = %priceTo. Row ID: SKU = %SKU, Store ID: %storeId, Price From: %priceFrom, Price To: %priceTo.","سمة غير مقبولة %label = %priceTo. معرف صف: وحدة التخزين = %SKU، معرف مخزن: %storeId، السعر من: %priceFrom، السعر إلى: %priceTo.",module,Magento_Catalog
"Invalid attribute Price = %price. Row ID: SKU = %SKU, Store ID: %storeId, Price From: %priceFrom, Price To: %priceTo.","سمة سعر غير مقبولة = %price. معرف الصف: وحدة التخزين = %SKU، معرف المخزن: %storeId، السعر من: %priceFrom، السعر إلى: %priceTo.",module,Magento_Catalog
"Could not save Tier Prices","تعذر حفظ أسعار الكميات",module,Magento_Catalog
"Could not replace Tier Prices","غير قادر على حفظ أسعار الكميات",module,Magento_Catalog
"Could not delete Tier Prices","غير قادر على حذف أسعار الكميات",module,Magento_Catalog
"Invalid attribute SKU = %SKU. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty.","سمة وحدة تخزين غير مقبولة = %SKU. معرف الصف: وحدة التخزين = %SKU، معرف الموقع %websiteId، مجموعة العملاء: %customerGroup، الكمية: %qty.",module,Magento_Catalog
"Invalid attribute Price = %price. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty.","سمة سعر غير مقبولة = %price. معرف الصف: وحدة التخزين = %SKU، معرف الموقع %websiteId، مجموعة العملاء: %customerGroup، الكمية: %qty.",module,Magento_Catalog
"Invalid attribute Price Type = %priceType. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty.","سمة سعر غير مقبولة = نوع %price. معرف الصف: وحدة التخزين = %SKU، معرف الموقع %websiteId، مجموعة العملاء: %customerGroup، الكمية: %qty.",module,Magento_Catalog
"Invalid attribute Quantity = %qty. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty.","سمة كمية غير مقبولة = %qty. معرف الصف: وحدة التخزين = %SKU، معرف الموقع %websiteId، مجموعة العملاء: %customerGroup، الكمية: %qty.",module,Magento_Catalog
"Invalid attribute Website ID = %websiteId. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty.","سمة معرف للموقع غير مقبولة = %websiteId معرف الصف: وحدة التخزين = %SKU، معرف الموقع %websiteId، مجموعة العملاء: %customerGroup، الكمية: %qty.",module,Magento_Catalog
